"REGION2016","NSCHID","RegionId","SCHOOL","COMMUNITY","ADDRESS1","ADDRESS2","ADDRESS3","POSTCODE","PHONE","FAX","NSCHID_A","YEAR","K","ONE","TWO","THREE","FOUR","FIVE","SIX","SEVEN","EIGHT","NINE","TEN","ELEVEN","TWELVE","FOURTH","TOTAL","GIVEN","PRINCIPAL","EMAIL","DISTRICT"
"Eastern","492","400","Octagon Pond Elementary","Paradise","425 Topsail Road","St. John's","A1E 5N7","A1E5N7","782-4560","782-5189","492","2016","91","76","90","55","65","64","46","0","0","0","0","0","0","0","487","Kirk","Kirk Smith","kirksmith@nlesd.ca","NLESD - Eastern Region"
"Eastern","951","400","Paradise Elementary","Paradise","60 Karwood Drive","Paradise, NL","A1L 2T8","A1L2T8","782-3000","782-0763","951","2016","89","112","109","89","120","97","114","0","0","0","0","0","0","0","730","Mike","Mike Tobin","MichaelTobin@nlesd.ca","NLESD - Eastern Region"
"Eastern","952","400","Elizabeth Park Elementary School","Paradise","80 Ellesmere Avenue","Paradise, NL","A1L 0R7","A1L0R7","782-8488","782-2662","952","2016","84","70","105","86","80","68","66","0","0","0","0","0","0","0","559","Elizabeth","Elizabeth Churchill","elizabethchurchill@nlesd.ca","NLESD - Eastern Region"
"Eastern","954","400","Carbonear Academy","Carbonear","88 Valley Road","Carbonear, NL","A1Y 1A7","A1Y1A7","5960426","5960428","954","2016","35","48","52","42","70","51","49","51","50","0","0","0","0","0","448","Byron","Byron King","byronking@nlesd.ca","NLESD - Eastern Region"
"","095","500","▌École Notre-Dame du Cap","Cap Saint-Georges","Case postale 170","Cap Saint-Georges, NL","A0N 1E0","A0N1E0","644-2070","644-2262","095","2016","4","8","11","4","3","2","7","4","3","0","0","0","0","0","46","Real","Real Morin","rmorin@csfp.nl.ca","District 5 - Conseil scolaire francophone"
"","107","500","▌École Sainte-Anne","La Grand'Terre (Mainland)","Case postale 190, RR#1","La Grand'Terre,TL","A0N 1R0","A0N1R0","642-5771","642-5327","107","2016","6","4","5","6","3","3","10","1","3","5","9","12","10","0","77","Marcella","Marcella Cormier","mcormier@csfp.nl.ca","District 5 - Conseil scolaire francophone"
"","459","500","Centre éducatif l'ENVOL","Labrador City","505 Bristol Crescent","Labrador City, TL","A2V 1J2","A2V1J2","944-2684","944-7422","459","2016","3","6","6","2","4","1","1","5","1","1","0","0","0","0","30","Joannie","Joannie Boyer","jboyer@csfp.nl.ca","District 5 - Conseil scolaire francophone"
"","460","500","▌École des Grands-Vents","St. John's","65 Ridge Road","Saint- Jean, TL","A1B 4P5","A1B4P5","754-8000","754-8050","460","2016","22","30","23","14","23","19","19","14","7","2","3","1","2","0","179","Dominique","Dominique Martin","dmartin@csfp.nl.ca","District 5 - Conseil scolaire francophone"
"","472","500","▌École Boréale","Happy Valley - Goose Bay","P.O. Box 1038, Stn. C","Happy Valley- Goose Bay, NL","A0P 1C0","A0P1C0","896-0670","896-5029","472","2016","7","6","4","3","3","2","2","0","0","1","0","0","0","0","28","Jean-Pierre","Jean-Pierre Arbour","jparbour@csfp.nl.ca","District 5 - Conseil scolaire francophone"
"","373","803","First Baptist Academy","Mount Pearl","1 Ambassador Place","Mount Pearl, NL","A1N 5C3","A1N5C3","364-8928","364-8928","373","2016","0","4","4","3","7","2","7","1","6","3","1","1","1","0","40","Kirk","Kirk Piccott","kpiccott@firstbaptist.nl.ca","District 803 - Private"
"","375","803","Lakecrest-St. John's Independent School","St. John's","58 Patrick St.","St. John's, NL","A1E 2S7","A1E2S7","738-1212","738-1701","375","2016","15","18","18","19","14","18","17","17","17","16","0","0","0","0","169","Robert","Robert Pittman","rpittman@lakecrest.ca","District 803 - Private"
"","450","803","St. Bonaventure's College","St. John's","Bonaventure Avenue","St. John's, NL","A1C 6B3","A1C6B3","726-0024","726-0148","450","2016","32","34","29","29","21","29","25","42","25","29","24","16","18","0","353","Greg","Greg O' Leary","goleary@stbonaventurescollege.ca","District 803 - Private"
"","453","803","Eric G. Lambert All-Grade","Churchill Falls","P.O. Box 40","Churchill Falls, NL","A0R 1A0","A0R1A0","925-3371","925-3364","453","2016","11","16","10","11","13","9","7","11","13","11","9","10","13","0","144","Steve","Steve Power","spower@nalcorenergy.com","District 803 - Private"
"","469","803","Immaculate Heart of Mary School","Corner Brook","112 Humber Road","Corner Brook, NL","A2H 1E8","A2H1E8","634-1700","634-0620","469","2016","24","30","20","16","21","8","10","7","7","4","15","0","2","0","164","Elaine","Elaine King","elaine.king.ihms@gmail.com","District 803 - Private"
"","018","804","Sheshatshiu Innu School","Sheshatshiu","Box 70","Sheshatshiu, NL","A0P 1M0","A0P1M0","497-3519","497-8310","018","2016","32","37","35","39","32","24","18","34","34","53","33","28","20","12","431","Allan","Allan MacDonald","amacdonald@innueducation.ca","District 804 - Native Federal"
"","019","804","Mushuau Innu Natuashish School","Natuashish","Box 189","Natuashish, NL","A0P 1A0","A0P1A0","478-8972","478-8989","019","2016","44","18","32","26","20","18","21","12","22","19","10","22","30","0","294","Derrick","Derrick Fewer","dfewer@innueducation.ca","District 804 - Native Federal"
"","376","804","Se't Anneway Kegnamogwom","Conne River","P.O. Box 100","Conne River, NL","A0H 1J0","A0H1J0","882-2747","882-2528","376","2016","9","17","14","11","18","13","14","11","7","16","12","9","16","0","167","Craig","Craig Benoit","cbenoit@setanewey.ca","District 804 - Native Federal"
